MSG	11548948 TRIAL 18 START
MSG	11550848 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.83 deg.  -32.2,-7.0 pix.
MSG	11551606 RECCFG P 500 2 1 
MSG	11551606 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	11551607 !MODE RECORD P 500 2 1
START	11551608 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
11552606	  644.4	  575.1	  365.0	.
11552608	  644.7	  574.4	  365.0	.
11552610	  645.0	  573.9	  366.0	.
11552612	  645.0	  573.8	  367.0	.
11552614	  645.0	  573.6	  368.0	.
11552616	  645.0	  573.3	  368.0	.
11552618	  645.4	  574.0	  368.0	.
11552620	  644.7	  574.0	  366.0	.
11552622	  644.0	  573.6	  365.0	.
11552624	  644.8	  574.5	  365.0	.
11552626	  645.7	  575.3	  369.0	.
11552628	  645.3	  573.3	  369.0	.
11552630	  645.1	  573.3	  369.0	.
11552632	  645.3	  573.3	  368.0	.
11552634	  645.3	  573.2	  368.0	.
11552636	  645.2	  573.9	  367.0	.
11552638	  644.9	  574.0	  367.0	.
11552640	  644.8	  574.1	  367.0	.
11552642	  644.8	  574.1	  366.0	.
11552644	  643.5	  575.6	  366.0	.
11552646	  644.0	  574.6	  366.0	.
11552648	  644.0	  574.4	  366.0	.
11552650	  644.3	  574.0	  366.0	.
11552652	  644.4	  573.0	  367.0	.
11552654	  645.1	  573.2	  368.0	.
11552656	  644.9	  573.1	  368.0	.
11552658	  644.9	  572.9	  368.0	.
11552660	  645.0	  573.5	  368.0	.
11552662	  645.0	  572.7	  369.0	.
11552664	  644.7	  571.9	  371.0	.
11552666	  644.9	  571.6	  374.0	.
11552668	  645.1	  572.2	  374.0	.
11552670	  645.3	  572.8	  373.0	.
11552672	  645.3	  573.1	  371.0	.
11552674	  645.2	  573.3	  369.0	.
11552676	  644.8	  573.5	  368.0	.
11552678	  644.6	  573.6	  368.0	.
11552680	  644.6	  573.4	  368.0	.
11552682	  644.6	  573.5	  368.0	.
11552684	  644.7	  573.4	  368.0	.
11552686	  644.5	  574.3	  367.0	.
11552688	  644.7	  575.2	  367.0	.
11552690	  644.7	  575.1	  368.0	.
11552692	  644.7	  575.1	  369.0	.
11552694	  645.0	  575.0	  368.0	.
11552696	  645.0	  575.0	  369.0	.
11552698	  644.9	  574.9	  369.0	.
11552700	  643.6	  573.9	  369.0	.
11552702	  643.6	  574.0	  369.0	.
11552704	  643.7	  574.1	  369.0	.
11552706	  643.7	  574.3	  369.0	.
11552708	  643.8	  574.5	  370.0	.
11552710	  644.1	  576.4	  370.0	.
11552712	  644.1	  575.0	  370.0	.
11552714	  644.1	  574.5	  370.0	.
11552716	  644.2	  574.0	  369.0	.
11552718	  644.5	  572.7	  370.0	.
11552720	  644.9	  572.5	  370.0	.
11552722	  645.5	  572.3	  371.0	.
11552724	  646.1	  572.1	  371.0	.
11552726	  646.6	  572.1	  371.0	.
11552728	  647.0	  572.2	  371.0	.
11552730	  646.9	  571.8	  371.0	.
11552732	  647.0	  572.1	  371.0	.
11552734	  646.6	  572.0	  371.0	.
11552736	  646.2	  571.9	  371.0	.
11552738	  646.5	  571.8	  371.0	.
11552740	  646.0	  571.9	  374.0	.
11552742	  648.1	  571.2	  374.0	.
EFIX L   11552484	11552742	260	  681.5	  576.8	    368
SSACC L  11552744
11552744	  650.3	  571.6	  373.0	.
11552746	  655.1	  570.8	  374.0	.
